,personNr1,personNr2,connection
3680,19580630-6577,19700327-1074,partner of
3681,19320707-6127,19341227-9888,partner of
3682,19591210-5104,19010523-5694,child of
3683,19180906-5346,19010523-5694,child of
3684,19010523-5694,19591210-5104,parent of
3685,19010523-5694,19180906-5346,parent of
3686,19591210-5104,19180906-5346,child of
3687,19180906-5346,19591210-5104,parent of
3688,19620118-4767,19180629-2234,child of
3689,19180629-2234,19620118-4767,parent of
3690,19180629-2234,19070106-2709,partner of
3691,19710506-2636,19481031-1296,child of
3692,19481031-1296,19710506-2636,parent of
3693,19211203-6027,19260523-8772,partner of
3694,19560710-7859,19510309-3594,partner of
3695,19600404-2015,19040812-4316,child of
3696,19360527-3099,19040812-4316,child of
3697,19040812-4316,19600404-2015,parent of
3698,19040812-4316,19360527-3099,parent of
3699,19600404-2015,19360527-3099,child of
3700,19360527-3099,19600404-2015,parent of
3701,19040812-4316,19160722-8587,partner of
3702,19681105-8861,19700310-8678,partner of
3703,19611029-7878,19150917-5860,child of
3704,19150917-5860,19611029-7878,parent of
3705,19180808-8614,19080604-5363,partner of
3706,19180808-8614,19190101-2751,partner of
3707,19080604-5363,19190101-2751,partner of
3708,19680917-9948,19720204-3866,partner of
3709,19590430-8581,19600118-6979,partner of
3710,19201130-6199,19260418-3968,partner of
3711,19201130-6199,19320608-6306,partner of
3712,19260418-3968,19320608-6306,partner of
3713,19021007-7419,19120814-5458,partner of
3714,19400420-1196,19310815-1455,partner of
3715,19310815-1455,19240218-1348,partner of
3716,19140321-8172,19131120-8857,partner of
3717,19140321-8172,19250324-2622,partner of
3718,19131120-8857,19250324-2622,partner of
3719,19220908-7092,19090813-9637,partner of
3720,19220908-7092,19170927-8576,partner of
3721,19090813-9637,19170927-8576,partner of
3722,19110625-1998,19080508-4101,partner of
3723,19141124-4473,19030803-6787,partner of
3724,19011009-4325,19031218-7925,partner of
3725,19370223-5725,19460825-5429,partner of
3726,19481230-1765,19550815-7878,partner of
3727,19090325-8391,19001207-5225,partner of
3728,19091017-5052,19150802-3530,partner of
3729,19620610-6514,19710824-2528,partner of
3730,19630324-7710,19640309-8177,partner of
3731,19630324-7710,19730206-7414,partner of
3732,19640309-8177,19730206-7414,partner of
3733,19000103-8463,19020111-1898,partner of
3734,19700418-7884,19640525-8628,partner of
3735,19361025-9461,19441220-3658,partner of
3736,19210114-8595,19290703-7601,partner of
3737,19451020-3098,19390215-2113,partner of
3738,19581129-2268,19130212-5782,child of
3739,19130212-5782,19581129-2268,parent of
3740,19180201-8738,19130212-5782,partner of
3741,19180201-8738,19211029-8813,partner of
3742,19130212-5782,19211029-8813,partner of
3743,19490416-7397,19441107-5090,partner of
3744,19551212-8927,19320228-2304,child of
3745,19320228-2304,19551212-8927,parent of
3746,19320228-2304,19120604-8016,child of
3747,19551212-8927,19120604-8016,child of
3748,19460913-3334,19120604-8016,child of
3749,19120604-8016,19320228-2304,parent of
3750,19120604-8016,19551212-8927,parent of
3751,19120604-8016,19460913-3334,parent of
3752,19551212-8927,19460913-3334,partner of
3753,19101120-7880,19161212-9103,partner of
3754,19290818-4049,19251111-9228,partner of
3755,19361121-7353,19300615-6589,partner of
3756,19250702-8054,19140121-2608,partner of
3757,19001125-4769,19031202-7332,partner of
3758,19320822-5947,19360325-6161,partner of
3759,19320822-5947,19450602-6411,partner of
3760,19360325-6161,19450602-6411,partner of
3761,19701105-7400,19030916-9881,child of
3762,19030916-9881,19701105-7400,parent of
3763,19440215-4860,19561205-2699,partner of
3764,19580907-5236,19500530-9746,partner of
3765,19580907-5236,19500722-8664,partner of
3766,19500530-9746,19500722-8664,partner of
3767,19510314-1591,19431219-8201,partner of
3768,19160424-6963,19100502-9189,partner of
3769,19160424-6963,19150927-5766,partner of
3770,19100502-9189,19150927-5766,partner of
3771,19550403-1066,19360429-4297,child of
3772,19360429-4297,19550403-1066,parent of
3773,19690220-4900,19310901-7356,child of
3774,19310901-7356,19690220-4900,parent of
3775,19690220-4900,19400411-6627,child of
3776,19400411-6627,19690220-4900,parent of
3777,19310901-7356,19400411-6627,partner of
3778,19310901-7356,19380215-2371,partner of
3779,19400411-6627,19380215-2371,partner of
3780,19650223-2891,19151001-3977,child of
3781,19151001-3977,19650223-2891,parent of
3782,19650223-2891,19160210-9435,child of
3783,19160210-9435,19650223-2891,parent of
3784,19151001-3977,19160210-9435,partner of
3785,19241023-7404,19290607-2941,partner of
3786,19420917-5997,19290607-2941,partner of
3787,19410627-2746,19430201-3572,partner of
3788,19430712-8832,19470629-8747,partner of
3789,19190916-3035,19230110-5278,partner of
3790,19000624-3430,19110728-3776,partner of
3791,19710907-7351,19730617-3674,partner of
3792,19710329-1872,19580209-2394,partner of
3793,19500414-1867,19490723-3879,partner of
3794,19500414-1867,19560312-5678,partner of
3795,19490723-3879,19560312-5678,partner of
3796,19420418-1749,19020107-7418,child of
3797,19020107-7418,19420418-1749,parent of
3798,19130427-3046,19020107-7418,partner of
3799,19671021-5757,19081029-8544,child of
3800,19081029-8544,19671021-5757,parent of
3801,19081029-8544,19020305-2160,partner of
3802,19300303-8238,19301016-1589,partner of
3803,19350717-5048,19231207-7076,partner of
3804,19620711-9910,19560813-5312,partner of
3805,19601125-5543,19700314-5348,partner of
3806,19150317-8455,19031110-6879,partner of
3807,19150317-8455,19140312-1505,partner of
3808,19031110-6879,19140312-1505,partner of
3809,19590812-5582,19600131-7265,partner of
3810,19220117-8300,19150622-2656,partner of
3811,19650213-7649,19650105-7499,partner of
3812,19650801-7728,19640308-8556,partner of
3813,19230310-1587,19240913-6456,partner of
3814,19230310-1587,19301125-9772,partner of
3815,19240913-6456,19301125-9772,partner of
3816,19180726-7043,19240124-9447,partner of
3817,19710816-4467,19060117-3698,child of
3818,19060117-3698,19710816-4467,parent of
3819,19060117-3698,19080925-9147,partner of
3820,19400329-4072,19380218-8445,partner of
3821,19191012-2423,19020719-4099,child of
3822,19020719-4099,19191012-2423,parent of
3823,19191012-2423,19011129-6650,child of
3824,19011129-6650,19191012-2423,parent of
3825,19020719-4099,19011129-6650,partner of
3826,19100628-8778,19080229-1720,partner of
3827,19171125-8014,19220226-6346,partner of
3828,19171125-8014,19210729-1372,partner of
3829,19220226-6346,19210729-1372,partner of
3830,19460721-9031,19501118-2501,partner of
3831,19020908-6190,19081212-2160,partner of
3832,19450516-6655,19460915-3814,partner of
3833,19100609-1283,19110104-7178,partner of
3834,19710215-7673,19070106-2615,child of
3835,19070106-2615,19710215-7673,parent of
3836,19671014-7493,19700825-1659,partner of
3837,19490112-6136,19260224-1914,child of
3838,19260224-1914,19490112-6136,parent of
3839,19181216-1246,19260224-1914,partner of
3840,19181216-1246,19090615-6162,partner of
3841,19140630-1960,19250402-4242,partner of
3842,19140630-1960,19050627-8480,partner of
3843,19060124-8308,19050904-5219,partner of
3844,19270715-7286,19250529-8933,partner of
3845,19431212-9409,19540224-9233,partner of
3846,19431212-9409,19511014-8838,partner of
3847,19431212-9409,19451027-8030,partner of
3848,19540224-9233,19511014-8838,partner of
3849,19540224-9233,19451027-8030,partner of
3850,19511014-8838,19451027-8030,partner of
3851,19340811-3339,19470114-5392,partner of
3852,19620315-7690,19230205-7537,child of
3853,19230205-7537,19620315-7690,parent of
3854,19020627-8109,19120602-5235,partner of
3855,19120602-5235,19230205-7537,partner of
3856,19390203-6070,19081123-6957,child of
3857,19690724-4690,19081123-6957,child of
3858,19660817-7456,19081123-6957,child of
3859,19081123-6957,19390203-6070,parent of
3860,19081123-6957,19690724-4690,parent of
3861,19081123-6957,19660817-7456,parent of
3862,19690724-4690,19660817-7456,partner of
3863,19380618-9520,19370603-8297,partner of
3864,19440628-5743,19550530-7619,partner of
3865,19390316-4575,19300920-1285,partner of
3866,19460816-6528,19120111-9295,child of
3867,19120111-9295,19460816-6528,parent of
3868,19460816-6528,19141122-5665,child of
3869,19141122-5665,19460816-6528,parent of
3870,19240101-7345,19120111-9295,partner of
3871,19240101-7345,19141122-5665,partner of
3872,19120111-9295,19141122-5665,partner of
3873,19570730-2238,19520728-4245,partner of
3874,19420319-7534,19150322-4802,child of
3875,19150322-4802,19420319-7534,parent of
3876,19140228-7769,19120929-9782,partner of
3877,19140228-7769,19150322-4802,partner of
3878,19120929-9782,19150322-4802,partner of
3879,19620409-6922,19220513-7526,child of
3880,19380419-1287,19220513-7526,child of
3881,19220513-7526,19620409-6922,parent of
3882,19220513-7526,19380419-1287,parent of
3883,19411026-4554,19310116-1647,partner of
3884,19110903-2673,19011117-6319,partner of
3885,19560902-9445,19610923-8067,partner of
3886,19201219-8599,19111226-5679,partner of
3887,19340206-6543,19370108-5406,partner of
3888,19151227-3208,19200406-6907,partner of
3889,19370221-2162,19470125-4268,partner of
3890,19410512-4048,19391018-2596,partner of
3891,19410512-4048,19291026-3770,partner of
3892,19391018-2596,19291026-3770,partner of
3893,19520910-5147,19130301-1307,child of
3894,19340710-1814,19130301-1307,child of
3895,19130301-1307,19520910-5147,parent of
3896,19130301-1307,19340710-1814,parent of
3897,19520910-5147,19340710-1814,child of
3898,19340710-1814,19520910-5147,parent of
3899,19130301-1307,19100409-4610,partner of
3900,19621109-3410,19580124-7039,partner of
3901,19260127-7894,19210828-6981,partner of
3902,19500213-4861,19610614-3970,partner of
3903,19500213-4861,19540816-8482,partner of
3904,19610614-3970,19540816-8482,partner of
3905,19030722-1657,19141225-2061,partner of
3906,19311005-7240,19090318-7121,child of
3907,19531231-5829,19090318-7121,child of
3908,19350816-4021,19090318-7121,child of
3909,19090318-7121,19311005-7240,parent of
3910,19090318-7121,19531231-5829,parent of
3911,19090318-7121,19350816-4021,parent of
3912,19531231-5829,19350816-4021,child of
3913,19350816-4021,19531231-5829,parent of
3914,19311005-7240,19350816-4021,partner of
3915,19620403-6662,19490528-5220,partner of
3916,19620403-6662,19540413-2744,partner of
3917,19620403-6662,19600918-6485,partner of
3918,19490528-5220,19540413-2744,partner of
3919,19490528-5220,19600918-6485,partner of
3920,19540413-2744,19600918-6485,partner of
3921,19590829-1097,19011208-1735,child of
3922,19570330-5686,19011208-1735,child of
3923,19460204-2724,19011208-1735,child of
3924,19011208-1735,19590829-1097,parent of
3925,19011208-1735,19570330-5686,parent of
3926,19011208-1735,19460204-2724,parent of
3927,19590829-1097,19570330-5686,partner of
3928,19590829-1097,19460204-2724,partner of
3929,19570330-5686,19460204-2724,partner of
3930,19150530-1359,19230323-8639,partner of
3931,19281215-7621,19230323-8639,partner of
3932,19410101-8690,19451119-2544,partner of
3933,19410101-8690,19431006-8971,partner of
3934,19451119-2544,19431006-8971,partner of
3935,19650509-2690,19070127-3412,child of
3936,19401214-9642,19070127-3412,child of
3937,19321209-6907,19070127-3412,child of
3938,19070127-3412,19650509-2690,parent of
3939,19070127-3412,19401214-9642,parent of
3940,19070127-3412,19321209-6907,parent of
3941,19401214-9642,19321209-6907,partner of
3942,19730226-4995,19691223-7146,partner of
3943,19670208-5957,19690929-9826,partner of
3944,19350622-9271,19411004-6409,partner of
3945,19630129-5488,19210616-7134,child of
3946,19210616-7134,19630129-5488,parent of
3947,19630129-5488,19310303-6309,child of
3948,19310303-6309,19630129-5488,parent of
3949,19210616-7134,19240426-9476,partner of
3950,19210616-7134,19310303-6309,partner of
3951,19240426-9476,19310303-6309,partner of
3952,19590914-1606,19640221-2203,partner of
3953,19630130-3286,19610219-8026,partner of
3954,19190122-1197,19270102-2635,partner of
3955,19270102-2635,19391103-1911,partner of
3956,19650109-5820,19040420-4437,child of
3957,19590118-2407,19040420-4437,child of
3958,19490710-7400,19040420-4437,child of
3959,19040420-4437,19650109-5820,parent of
3960,19040420-4437,19590118-2407,parent of
3961,19040420-4437,19490710-7400,parent of
3962,19650109-5820,19490710-7400,child of
3963,19490710-7400,19650109-5820,parent of
3964,19650109-5820,19590118-2407,partner of
3965,19590118-2407,19490710-7400,partner of
3966,19200115-7927,19010609-7821,child of
3967,19700310-3251,19010609-7821,child of
3968,19550722-5843,19010609-7821,child of
3969,19010609-7821,19200115-7927,parent of
3970,19010609-7821,19700310-3251,parent of
3971,19010609-7821,19550722-5843,parent of
3972,19420215-3444,19500928-8061,partner of
3973,19580220-6694,19580413-5635,partner of
3974,19580220-6694,19650226-3280,partner of
3975,19580413-5635,19650226-3280,partner of
3976,19421207-8427,19380626-5559,partner of
3977,19270405-5805,19380626-5559,partner of
3978,19180522-8838,19120526-5269,partner of
3979,19180522-8838,19090117-6677,partner of
3980,19120526-5269,19090117-6677,partner of
3981,19341230-9430,19290512-6916,partner of
3982,19470518-7113,19390804-1617,partner of
3983,19710711-7212,19280805-6751,child of
3984,19560412-5060,19280805-6751,child of
3985,19280805-6751,19710711-7212,parent of
3986,19280805-6751,19560412-5060,parent of
3987,19280805-6751,19400509-8139,partner of
3988,19581218-5588,19600530-7350,partner of
3989,19330306-6556,19430627-9118,partner of
3990,19710618-1786,19610517-4181,partner of
3991,19710618-1786,19711230-9879,partner of
3992,19610517-4181,19570430-9260,partner of
3993,19610517-4181,19711230-9879,partner of
3994,19010528-6821,19020112-1405,partner of
3995,19010528-6821,19070202-5012,partner of
3996,19020112-1405,19070202-5012,partner of
3997,19560108-3521,19450429-8499,partner of
3998,19560108-3521,19550515-7158,partner of
3999,19560108-3521,19621014-5592,partner of
4000,19450429-8499,19550515-7158,partner of
4001,19550515-7158,19621014-5592,partner of
4002,19390510-2424,19510219-2767,partner of
4003,19340516-3481,19230429-6036,partner of
4004,19371010-5936,19430205-1372,partner of
4005,19280808-5606,19250127-1873,partner of
4006,19410410-9214,19370627-2275,partner of
4007,19370627-2275,19250803-7338,partner of
4008,19200822-1236,19271113-5776,partner of
4009,19200822-1236,19230424-3284,partner of
4010,19271113-5776,19230424-3284,partner of
4011,19410901-9338,19000819-2795,child of
4012,19681129-1052,19000819-2795,child of
4013,19000819-2795,19410901-9338,parent of
4014,19000819-2795,19681129-1052,parent of
4015,19681129-1052,19410901-9338,child of
4016,19410901-9338,19681129-1052,parent of
4017,19000819-2795,19050313-8254,partner of
4018,19540731-9019,19290619-2466,child of
4019,19290619-2466,19540731-9019,parent of
4020,19661011-3944,19660118-8765,partner of
4021,19681218-2761,19670831-3339,partner of
4022,19660313-1069,19050904-3364,child of
4023,19610221-7220,19050904-3364,child of
4024,19050904-3364,19660313-1069,parent of
4025,19050904-3364,19610221-7220,parent of
4026,19660313-1069,19610221-7220,partner of
4027,19130405-2324,19050904-3364,partner of
4028,19270724-2129,19310907-2885,partner of
4029,19270724-2129,19340511-3159,partner of
4030,19310907-2885,19340511-3159,partner of
4031,19300124-1637,19321209-2673,partner of
4032,19300124-1637,19200815-2802,partner of
4033,19321209-2673,19200815-2802,partner of
4034,19130119-9970,19130704-5969,partner of
4035,19310907-8412,19310708-4897,partner of
4036,19310907-8412,19350915-1518,partner of
4037,19310708-4897,19350915-1518,partner of
4038,19480424-7932,19350915-1518,partner of
4039,19400604-7986,19520210-3527,partner of
4040,19400604-7986,19300311-9961,partner of
4041,19310510-3934,19350223-8795,partner of
4042,19140628-9331,19030912-6709,partner of
4043,19601125-5311,19400407-9007,child of
