PersonNr,Lan,Kommun,Forsamling,Distriktskod,FastLopNr,FastBet,Barn0_3,Barn4_6,Barn7_10,Barn11_15,Barn16_17,Barn18plus,Barn18_19,Barn20plus,FamId,Sun2000niva_old,SUN2000niva,SUN2000Inr,SUN2000Grp,CfarNr_LISA,ArbstId,AstNr_LISA,AstKommun,AstLan,KU1PeOrgNr,KU1CfarNr,KU1AstNr,KU1AstKommun,KU1AstLan,KU1YrkStalln,KU2PeOrgNr,KU2CfarNr,KU2AstNr,KU2AstKommun,KU2AstLan,KU2YrkStalln,KU3PeOrgNr,KU3CfarNr,KU3AstNr,KU3AstKommun,KU3AstLan,KU3YrkStalln,FodelseAr,DodDatum,Alder,Kon,InvUtvLand,InvUtvManad,PostTyp,FodelseLandnamn,FodelseTidMor,FodelseLandnamnMor,FodelseTidFar,FodelseLandnamnFar,UtlSvBakg,SyssStat,ArbTid,YrkStalln,KU1lnk,KU2lnk,KU3lnk,Raks_SummaInk,Raks_Huvudanknytning,Raks_EtablGrad,Raks_Forvink
19730130-5929,Dalarna county,Falun,208006,217030,488340686,"Falun Österå, Uggelviken och Hökviken 214975823",0,0,0,0,0,0,0,0,19730130-5929,95469,4,863,Militär utbildning på eftergymnasial nivå,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1973,,17,2,Brazil,2015-02,Utv,Iraq,1982-01-02,Netherlands,1979-01-02,Brazil,11,6, , ,0,0,0,3576,6,NULL,0
19780114-6613,Dalarna county,Falun,208006,217030,488340686,"Falun Österå, Uggelviken och Hökviken 214975823",0,0,0,0,0,0,0,0,19730130-5929,66900,532,6,"Minst 30 högskolepoäng inom lant- och skogsbruk samt djursjukvård, ej examen",-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1978,,12,1,Romania,2003-11,Utv,Netherlands,1982-01-02,USA,1979-01-02,UK,11,6, , ,0,0,0,2258,5,NULL,0
19701224-7602,Skåne county,Höör,126702,101240,032537116,Höör Jularp och Sjunnerup 204718860,1,0,0,0,0,0,0,0,19701224-7602,36637,557,222,Humanistisk högskoleutbildning (minst 3 år),874383194,87438319408645Staffanstorp560524-7228,08645,Staffanstorp,Skåne county,560524-7228,874383194,08645,Staffanstorp,Skåne county,1,391120-8204,471551125,71566,Simrishamn,Skåne county,1,-,-,-,0000,00,-,1970,,20,2,China,1994-07,Inv,India,1982-01-02,Afghanistan,1979-01-02,Poland,11,1,2,4,2107,1426,0,3533,6,NULL,0
19660628-4426,Skåne county,Kävlinge,126112,101188,373403990,Kävlinge Barsebäck 183748940,0,2,0,0,0,0,0,0,19660628-4426,36980,3,210a,Estetisk utbildning på gymnasial nivå,162880425,16288042588319Klippan530914-4560,88319,Klippan,Skåne county,530914-4560,162880425,88319,Klippan,Skåne county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1966,,24,2,Netherlands,2014-09,Inv,Turkey,1982-01-02,Denmark,1979-01-02,Romania,11,5,5,2,999,0,0,2347,1,1,0
19650429-6450,Blekinge county,Ronneby,108110,102021,548459253,Ronneby Färmanstorp och Skavkulla brygga 185123802,0,0,0,0,0,0,0,0,19650429-6450,46455,55,525a,"Civilingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi",433174291,43317429109354Ronneby551029-8163,09354,Ronneby,Blekinge county,551029-8163,433174291,09354,Ronneby,Blekinge county,1,650607-1350,316789728,05094,Karlshamn,Blekinge county,1,-,-,-,0000,00,-,1965,19730408,7,1,China,1973-08,Inv,India,1982-01-02,Romania,1979-01-02,India,11,1,4,0,1082,793,0,3657,7,NULL,0
19370104-1456,Gotland county,Gotland,098040,106047,775767486,Gotland Visby 220722152,1,0,0,0,0,0,0,0,19370104-1456,71840,4,723e,Sjuksköterskeutbildning,240493434,24049343433667Gotland610919-8290,33667,Gotland,Gotland county,610919-8290,240493434,33667,Gotland,Gotland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1937,,53,1,Turkey,2011-09,Utv,Syria,1982-01-02,Syria,1979-01-02,India,11,1,5,2,1179,0,0,2220,1,1,0
19610617-7045,Kalmar county,Borgholm,088501,103025,576531439,Borgholm Borgholm 195611560,1,0,1,0,0,0,0,0,19610617-7045,80949,5,863,Militär utbildning på eftergymnasial nivå,518608342,51860834245271Mörbylånga380610-4676,45271,Mörbylånga,Kalmar county,380610-4676,518608342,45271,Mörbylånga,Kalmar county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1961,,29,2,Turkey,1975-11,Inv,Romania,1982-01-02,Iran,1979-01-02,UK,11,1,5,1,1503,0,0,5804,6,NULL,0
19660710-1978,Kalmar county,Borgholm,088501,103025,576531439,Borgholm Borgholm 195611560,1,0,1,0,0,0,0,0,19610617-7045,28371,633,311,Högskoleutbildning i psykologi och psykoterapi (minst 3 år),646292523,64629252371561Mörbylånga480921-4494,71561,Mörbylånga,Kalmar county,480921-4494,646292523,71561,Mörbylånga,Kalmar county,1,550604-6969,275122791,05436,Mönsterås,Kalmar county,1,-,-,-,0000,00,-,1966,,24,1,Romania,1995-03,Inv,India,1982-01-02,China,1979-01-02,Netherlands,11,1,5,2,1166,1114,0,2280,1,1,0
19510109-3623,Gävleborg county,Gävle,218001,316014,282129880,Gävle Harkskär och Utvalnäs 223067920,0,0,0,0,0,0,0,0,19510109-3623,91627,3,010c,Naturvetenskaplig gymnasieutbildning,928604433,92860443312113Bollnäs501212-1202,12113,Bollnäs,Gävleborg county,501212-1202,928604433,12113,Bollnäs,Gävleborg county,1,321118-5558,902865494,89176,Hofors,Gävleborg county,1,510109-3623,225510717,50959,Ockelbo,Gävleborg county,1,1951,,39,2,Iraq,2011-02,Utv,Poland,1982-01-02,Syria,1979-01-02,Romania,11,5,5,4,1475,965,854,3294,6,NULL,0
19531022-0120,Gävleborg county,Gävle,218001,316014,282129880,Gävle Harkskär och Utvalnäs 223067920,0,0,0,0,0,0,0,0,19510109-3623,59619,551,42,Naturvetenskaplig högskoleutbildning (minst 3 år),738128676,73812867663220Söderhamn450516-0180,63220,Söderhamn,Gävleborg county,450516-0180,738128676,63220,Söderhamn,Gävleborg county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1953,,37,2,Finland,2014-06,Utv,Iraq,1982-01-02,USA,1979-01-02,India,11,1,3,4,1050,0,0,2706,5,NULL,0
19690314-6179,Gävleborg county,Hudiksvall,218405,318023,202171835,Hudiksvall Njutånger 125718293,2,2,0,0,0,0,0,0,19690314-6179,31982,3,840,Transportutbildning på gymnasial nivå,631314658,63131465853861Söderhamn440519-2969,53861,Söderhamn,Gävleborg county,440519-2969,631314658,53861,Söderhamn,Gävleborg county,1,310511-8726,810434972,32738,Gävle,Gävleborg county,1,-,-,-,0000,00,-,1969,,21,1,Afghanistan,1978-08,Utv,Pakistan,1982-01-02,China,1979-01-02,Turkey,11,1,5,2,1477,598,0,5072,4,1,0
19761231-4046,Gävleborg county,Hudiksvall,218405,318023,202171835,Hudiksvall Njutånger 125718293,2,2,0,0,0,0,0,0,19690314-6179,67681,3,1,Gymnasial utbildning inom pedagogik och lärarutbildning,887795534,88779553464343Gävle761231-4046,64343,Gävle,Gävleborg county,761231-4046,887795534,64343,Gävle,Gävleborg county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1976,,14,2,Germany,1982-06,Utv,Iran,1982-01-02,Brazil,1979-01-02,Brazil,11,1,5,2,1294,0,0,2224,4,0,0
19500815-0194,Jönköping county,Habo,064301,107133,370908150,Habo Rödån 265279115,0,0,0,0,0,0,0,0,19500815-0194,93875,532,1,"Minst 30 högskolepoäng inom pedagogik och lärarutbildning, ej examen",312438386,31243838653743Mullsjö330518-0970,53743,Mullsjö,Jönköping county,330518-0970,312438386,53743,Mullsjö,Jönköping county,1,590403-9698,381977619,15725,Sävsjö,Jönköping county,1,-,-,-,0000,00,-,1950,,40,1,Brazil,2010-09,Utv,Afghanistan,1982-01-02,Syria,1979-01-02,Turkey,11,5,5,2,1551,1124,0,2675,1,1,0
19630805-0431,Västernorrland county,Timrå,226202,320019,655635485,Timrå Laggarberg 374203971,0,0,0,0,0,0,0,0,19630805-0431,63545,6,521a,"Civilingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi",931872210,93187221030689Ånge520413-2420,30689,Ånge,Västernorrland county,520413-2420,931872210,30689,Ånge,Västernorrland county,1,250101-7143,106818247,31221,Sundsvall,Västernorrland county,1,-,-,-,0000,00,-,1963,,27,1,Finland,1975-07,Inv,UK,1982-01-02,Netherlands,1979-01-02,Iraq,11,1,4,0,1266,1022,0,2288,7,NULL,0
19680524-0184,Västernorrland county,Timrå,226202,320019,655635485,Timrå Laggarberg 374203971,0,0,0,0,0,0,0,0,19630805-0431,88394,55,549z,"Civilingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik",942416801,94241680136008Härnösand680524-0184,36008,Härnösand,Västernorrland county,680524-0184,942416801,36008,Härnösand,Västernorrland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1968,,22,2,Iraq,2008-10,Utv,Netherlands,1982-01-02,China,1979-01-02,Afghanistan,11,1,1,2,1469,0,0,3288,4,1,0
19390607-3611,Kalmar county,Borgholm,088502,103027,161507878,Borgholm Rälla 267691386,0,0,0,0,0,0,0,0,19390607-3611,81071,2,010x,Grundskoleutbildning och motsvarande,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1939,,51,1,Turkey,2009-11,Inv,Syria,1982-01-02,Italy,1979-01-02,UK,11,6, , ,0,0,0,2706,6,NULL,0
19440727-0162,Kalmar county,Borgholm,088502,103027,161507878,Borgholm Rälla 267691386,0,0,0,0,0,0,0,0,19390607-3611,84308,3,388b,Yrkesinriktad utbildning på gymnasial nivå inom handel och administration,170314542,17031454244389Kalmar450608-9066,44389,Kalmar,Kalmar county,450608-9066,170314542,44389,Kalmar,Kalmar county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1944,19670911,23,2,Italy,1953-06,Inv,Turkey,1982-01-02,Russia,1979-01-02,Turkey,11,5,5,1,1371,0,0,1371,6,NULL,0
19350828-4249,Gotland county,Gotland,098061,106029,257953939,Gotland Lärbro 119893267,0,0,0,0,0,0,0,0,19350828-4249,66567,1,010a,Folkskoleutbildning och motsvarande,427886524,42788652464294Gotland520421-6144,64294,Gotland,Gotland county,520421-6144,427886524,64294,Gotland,Gotland county,1,670210-0153,921933427,21761,Gotland,Gotland county,1,-,-,-,0000,00,-,1935,,55,2,Russia,1950-05,Inv,Germany,1982-01-02,Turkey,1979-01-02,Netherlands,11,1,2,2,1128,198,0,1326,1,0,0
19400622-7809,Gotland county,Gotland,098061,106029,257953939,Gotland Lärbro 119893267,0,0,0,0,0,0,0,0,19350828-4249,70398,413,321,Journalist- och medieutbildning (eftergymnasial),861503732,86150373227899Gotland340205-0729,27899,Gotland,Gotland county,340205-0729,861503732,27899,Gotland,Gotland county,1,340903-0254,337092756,68761,Gotland,Gotland county,1,-,-,-,0000,00,-,1940,,50,2,Afghanistan,2014-06,Inv,Finland,1982-01-02,China,1979-01-02,Netherlands,11,1,3,4,1485,491,0,1976,6,NULL,0
19570503-7625,Västernorrland county,Sundsvall,228106,320009,321016281,Sundsvall Kvissleby 229503790,0,0,0,0,0,0,0,0,19570503-7625,20555,547,520a,"Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik",335295205,33529520593994Timrå590227-6305,93994,Timrå,Västernorrland county,590227-6305,335295205,93994,Timrå,Västernorrland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1957,,33,2,Finland,1975-01,Utv,Sweden,1982-01-02,Syria,1979-01-02,Iran,12,1,2,4,1772,0,0,9102,5,NULL,0
19610413-2300,Västernorrland county,Sundsvall,228106,320009,321016281,Sundsvall Kvissleby 229503790,0,0,0,0,0,0,0,0,19570503-7625,60597,538,380,Juridisk högskoleutbildning (minst 3 år),266089218,26608921870823Kramfors530626-1039,70823,Kramfors,Västernorrland county,530626-1039,266089218,70823,Kramfors,Västernorrland county,1,350821-0974,205251023,66026,Timrå,Västernorrland county,1,-,-,-,0000,00,-,1961,,29,2,Turkey,2005-01,Utv,Romania,1982-01-02,Germany,1979-01-02,Netherlands,11,5,3,1,1276,1249,0,2525,6,NULL,0
19390709-2367,Värmland county,Karlstad,178006,213069,872457944,Karlstad Molkom 271408662,2,0,0,0,0,1,0,0,19390709-2367,89834,53-55,622,Lantbruksvetenskaplig högskoleutbildning (minst 3 år),944955632,94495563231495Eda680419-3978,31495,Eda,Värmland county,680419-3978,944955632,31495,Eda,Värmland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1939,,51,2,Iraq,1953-07,Utv,Iran,1982-01-02,Netherlands,1979-01-02,China,11,5,2,1,709,0,0,3369,5,NULL,0
19721231-6768,Värmland county,Karlstad,178006,213069,872457944,Karlstad Molkom 271408662,0,0,0,0,0,0,0,0,19390709-2367,78573,556,221,Teologisk eftergymnasial utbildning (minst 3 år),193529852,19352985268561Kristinehamn330320-7335,68561,Kristinehamn,Värmland county,330320-7335,193529852,68561,Kristinehamn,Värmland county,1,460421-1560,329290195,48007,Hagfors,Värmland county,1,-,-,-,0000,00,-,1972,,18,2,Brazil,1979-02,Utv,Romania,1982-01-02,Finland,1979-01-02,Russia,11,1,5,2,1165,1042,0,5629,1,1,0
19410211-3622,Värmland county,Karlstad,178006,213069,872457944,Karlstad Molkom 271408662,2,0,0,0,0,1,0,0,19390709-2367,52125,3,724o,Tandvårdsutbildning på gymnasial nivå,454027720,45402772092774Kristinehamn690115-8755,92774,Kristinehamn,Värmland county,690115-8755,454027720,92774,Kristinehamn,Värmland county,1,631031-6782,932345680,00183,Arvika,Värmland county,1,-,-,-,0000,00,-,1941,,49,2,UK,2009-02,Utv,Finland,1982-01-02,Brazil,1979-01-02,Turkey,11,1,5,2,1131,854,0,7166,1,1,0
19420812-3350,Halland county,Hylte,131501,104053,397121256,Hylte Hyltebruk 62981762,0,0,0,0,0,0,0,0,19420812-3350,11307,323,521,Gymnasieutbildning inom verkstadsteknik,475759473,47575947325398Laholm660803-7462,25398,Laholm,Halland county,660803-7462,475759473,25398,Laholm,Halland county,1,320215-8705,734749543,64428,Halmstad,Halland county,1,-,-,-,0000,00,-,1942,19431101,1,1,Poland,1942-10,Inv,Germany,1982-01-02,Sweden,1979-01-02,Turkey,21,5,5,1,948,558,0,2531,6,NULL,0
19450325-4437,Halland county,Hylte,131501,104053,397121256,Hylte Hyltebruk 62981762,0,0,0,0,0,0,0,0,19420812-3350,89921,3,724e,Tandvårdsutbildning på gymnasial nivå,367283030,36728303071503Halmstad700421-1078,71503,Halmstad,Halland county,700421-1078,367283030,71503,Halmstad,Halland county,1,640307-0080,888152955,99244,Varberg,Halland county,1,-,-,-,0000,00,-,1945,,45,1,Poland,1961-12,Inv,India,1982-01-02,Afghanistan,1979-01-02,Russia,11,1,4,0,1792,1655,0,4258,7,NULL,0
19560306-4269,Västra Götaland county,Lerum,144101,107097,361850552,Lerum Ingared 18858918,0,0,0,0,0,0,0,0,19560306-4269,49444,5,481a,Programmerar- och systemerarutbildning (eftergymnasial),835028855,83502885599999Lysekil560306-4269,99999,Lysekil,Västra Götaland county,560306-4269,835028855,99999,Lysekil,Västra Götaland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1956,,34,2,Germany,2016-03,Inv,China,1982-01-02,China,1979-01-02,USA,11,1,5,4,873,0,0,3596,6,NULL,0
19340116-2978,Kalmar county,Vimmerby,088403,105242,734423825,Vimmerby Gullringen 141744006,0,0,0,0,0,0,0,0,19340116-2978,87553,54,727a,Apotekarutbildning,785522945,78552294575200Kalmar580109-6299,75200,Kalmar,Kalmar county,580109-6299,785522945,75200,Kalmar,Kalmar county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1934,,56,1,Afghanistan,1943-05,Inv,Finland,1982-01-02,Syria,1979-01-02,Brazil,11,5,2,2,621,0,0,973,1,0,0
19370719-8746,Kalmar county,Vimmerby,088403,105242,734423825,Vimmerby Gullringen 141744006,0,0,0,0,0,0,0,0,19340116-2978,20769,4,726b,Arbetsterapeututbildning,746705939,74670593952743Nybro570313-2088,52743,Nybro,Kalmar county,570313-2088,746705939,52743,Nybro,Kalmar county,1,720116-1531,426646772,56648,Högsby,Kalmar county,1,-,-,-,0000,00,-,1937,,53,2,Pakistan,2013-12,Utv,Russia,1982-01-02,Italy,1979-01-02,Finland,11,5,1,2,1746,1468,0,3214,2,0,0
19490221-9066,Västernorrland county,Härnösand,228004,321003,776488315,Härnösand Härnösand 137840988,0,0,3,0,0,0,0,0,19490221-9066,14460,537,340,Ekonomutbildning (högskoleutbildning minst 3 år),-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1949,,41,2,Italy,1977-01,Inv,Denmark,1982-01-02,Russia,1979-01-02,Germany,11,6, , ,0,0,0,1536,5,NULL,0
19540402-8427,Kronoberg county,Uppvidinge,076003,105088,081801689,Uppvidinge Lenhovda 27705207,0,0,0,0,0,0,0,0,19540402-8427,20797,4,213,Konstnärlig eftergymnasial utbildning,398767573,39876757335476Älmhult711121-9548,35476,Älmhult,Kronoberg county,711121-9548,398767573,35476,Älmhult,Kronoberg county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1954,,36,2,USA,2019-06,Utv,Pakistan,1982-01-02,UK,1979-01-02,UK,11,1,9,2,1071,0,0,1071,1,1,0
19540402-3956,Kronoberg county,Uppvidinge,076003,105088,081801689,Uppvidinge Lenhovda 27705207,0,0,0,0,0,0,0,0,19540402-8427,50395,3,213,Gymnasial utbildning för medieproduktion,650889411,65088941101224Tingsryd530801-6451,01224,Tingsryd,Kronoberg county,530801-6451,650889411,01224,Tingsryd,Kronoberg county,1,650620-2890,290237441,11293,Ljungby,Kronoberg county,1,-,-,-,0000,00,-,1954,,36,1,Pakistan,1979-12,Inv,Poland,1982-01-02,Netherlands,1979-01-02,Denmark,11,1,9,2,1873,1036,0,2909,1,0,0
19480519-6911,Värmland county,Forshaga,176301,213043,347850851,Forshaga Dyvelsten 137988373,0,0,0,0,0,0,0,0,19480519-6911,78678,557,721,Läkarutbildning,264891825,26489182500595Forshaga550101-2437,00595,Forshaga,Värmland county,550101-2437,264891825,00595,Forshaga,Värmland county,1,340105-8668,576530782,23090,Eda,Värmland county,1,-,-,-,0000,00,-,1948,,42,1,Russia,1975-02,Inv,Denmark,1982-01-02,Denmark,1979-01-02,Pakistan,11,5,4,1,1703,1152,0,3819,6,NULL,0
19511225-7766,Värmland county,Forshaga,176301,213043,347850851,Forshaga Dyvelsten 137988373,0,0,0,0,0,0,0,0,19480519-6911,26522,324,543c,Gymnasieutbildning inom träteknik,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1951,19901223,38,2,Netherlands,1977-08,Utv,China,1982-01-02,Sweden,1979-01-02,Sweden,21,6, , ,0,0,0,2714,6,NULL,0
19551229-9115,Dalarna county,Gagnef,202602,217020,283999498,Gagnef Floda / Dala-Floda 98388441,1,0,1,0,0,0,0,0,19551229-9115,15368,55,522x,"Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik",-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1955,,35,1,USA,1987-01,Utv,Brazil,1982-01-02,Denmark,1979-01-02,Poland,11,6, , ,0,0,0,2759,6,NULL,0
19621231-8202,Dalarna county,Gagnef,202602,217020,283999498,Gagnef Floda / Dala-Floda 98388441,1,0,1,0,0,0,0,0,19551229-9115,47262,2,010x,Grundskoleutbildning och motsvarande,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1962,,28,2,Syria,2007-05,Inv,Netherlands,1982-01-02,Brazil,1979-01-02,India,11,6, , ,0,0,0,4990,5,NULL,0
19531003-7702,Jönköping county,Nässjö,068210,105220,735411839,Nässjö Ormaryd 94935200,0,0,0,0,0,0,0,0,19531003-7702,26890,55,520a,"Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik",673329887,67332988702954Gislaved350803-3427,02954,Gislaved,Jönköping county,350803-3427,673329887,02954,Gislaved,Jönköping county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1953,,37,2,Syria,1961-03,Utv,Afghanistan,1982-01-02,USA,1979-01-02,China,11,5,2,1,1536,0,0,2060,5,NULL,0
19551107-4125,Jönköping county,Nässjö,068210,105220,735411839,Nässjö Ormaryd 94935200,0,0,0,0,0,0,0,0,19531003-7702,95042,5,863,Militär utbildning på eftergymnasial nivå,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1955,,35,2,Netherlands,1967-06,Utv,Denmark,1982-01-02,Romania,1979-01-02,Iran,11,6, , ,0,0,0,4074,6,NULL,0
19530830-5004,Östergötland county,Söderköping,058201,108098,782263817,Söderköping Östra Ryd 178524606,0,0,0,0,0,0,0,0,19530830-5004,87459,53-55,623,Skogsbruksvetenskaplig högskoleutbildning (minst 3 år),340373339,34037333969337Åtvidaberg470604-8123,69337,Åtvidaberg,Östergötland county,470604-8123,340373339,69337,Åtvidaberg,Östergötland county,1,340114-8247,888049752,25962,Åtvidaberg,Östergötland county,1,-,-,-,0000,00,-,1953,,37,2,Iran,1955-07,Utv,Pakistan,1982-01-02,Turkey,1979-01-02,Iran,11,1,5,2,906,808,0,2390,2,1,0
19590913-6446,Kronoberg county,Växjö,078024,105139,397231981,Växjö Öja 187341487,1,0,0,0,0,0,0,0,19590913-6446,36568,5,725d,Biomedicinsk analytikerutbildning,726833349,72683334959959Alvesta420403-4624,59959,Alvesta,Kronoberg county,420403-4624,726833349,59959,Alvesta,Kronoberg county,1,620701-6836,853825040,91604,Markaryd,Kronoberg county,1,-,-,-,0000,00,-,1959,,31,2,Denmark,2003-03,Inv,Russia,1982-01-02,Iran,1979-01-02,Poland,11,1,5,1,1615,1196,0,2811,5,NULL,0
19431005-9738,Södermanland county,Trosa,048802,212029,555846365,Trosa Västerljung 380849467,0,0,0,0,0,0,0,0,19431005-9738,70055,522,8,"Minst 30 högskolepoäng inom tjänster, ej examen",989117108,98911710889675Katrineholm400328-9444,89675,Katrineholm,Södermanland county,400328-9444,989117108,89675,Katrineholm,Södermanland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1943,,47,1,UK,1960-07,Inv,Italy,1982-01-02,Pakistan,1979-01-02,Turkey,11,1,5,2,1833,0,0,1833,3,1,0
19681215-2629,Kalmar county,Kalmar,088013,105018,200150824,Kalmar Rinkabyholm 117566411,1,0,0,0,0,0,0,0,19681215-2629,94270,5,840,Transportutbildning på eftergymnasial nivå,522664041,52266404109830Hultsfred641010-1708,09830,Hultsfred,Kalmar county,641010-1708,522664041,09830,Hultsfred,Kalmar county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1968,,22,2,Syria,2003-02,Inv,Syria,1982-01-02,Italy,1979-01-02,Sweden,21,1,5,1,1352,0,0,1479,6,NULL,0
19540804-2070,Gotland county,Gotland,098025,106076,625256699,Gotland Romakloster 232887403,0,1,1,0,0,0,0,0,19540804-2070,57987,330,525,Gymnasieutbildning inom fordonsteknik,704812114,70481211469498Gotland521030-9241,69498,Gotland,Gotland county,521030-9241,704812114,69498,Gotland,Gotland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1954,,36,1,Italy,1966-06,Utv,Iran,1982-01-02,Denmark,1979-01-02,Iran,11,1,4,2,1662,0,0,12487,1,1,12487
19391230-1048,Västerbotten county,Norsjö,241702,323024,424308461,Norsjö Bastuträsk 242912653,0,0,0,0,0,0,0,0,19391230-1048,30667,522,3,"Minst 30 högskolepoäng inom samhällsvetenskap, ekonomi och juridik, ej examen",887189863,88718986388281Sorsele391230-1048,88281,Sorsele,Västerbotten county,391230-1048,887189863,88281,Sorsele,Västerbotten county,1,401127-5309,578463693,49853,Storuman,Västerbotten county,1,-,-,-,0000,00,-,1939,,51,2,China,1997-08,Inv,Sweden,1982-01-02,Denmark,1979-01-02,USA,12,1,2,1,1658,1137,0,2795,6,NULL,0
19461231-9448,Västerbotten county,Norsjö,241702,323024,424308461,Norsjö Bastuträsk 242912653,0,0,0,0,0,0,0,0,19391230-1048,36120,3,723u,Omvårdnads- och omsorgsutbildning på gymnasial nivå,516377619,51637761928032Storuman580115-1306,28032,Storuman,Västerbotten county,580115-1306,516377619,28032,Storuman,Västerbotten county,1,730629-8168,484535073,71419,Robertsfors,Västerbotten county,1,-,-,-,0000,00,-,1946,,44,2,Iran,1984-01,Inv,Netherlands,1982-01-02,Sweden,1979-01-02,China,21,5,5,4,1459,764,0,3895,5,NULL,0
19340926-0634,Stockholm county,Huddinge,012603,212091,669373159,Huddinge Östorp och Ådran 43187744,2,0,0,1,0,0,0,0,19340926-0634,98786,4,725d,Biomedicinsk analytikerutbildning,571750280,57175028064663Lidingö420328-5292,64663,Lidingö,Stockholm county,420328-5292,571750280,64663,Lidingö,Stockholm county,1,741205-2521,119434912,30134,Österåker,Stockholm county,1,-,-,-,0000,00,-,1934,,56,1,Denmark,2015-02,Inv,Turkey,1982-01-02,Romania,1979-01-02,Turkey,11,5,3,1,1181,978,0,2159,6,NULL,0
19400616-0247,Stockholm county,Huddinge,012603,212091,669373159,Huddinge Östorp och Ådran 43187744,2,0,0,1,0,0,0,0,19340926-0634,13120,3,210a,Estetisk utbildning på gymnasial nivå,812098633,81209863304215Nykvarn590911-1768,04215,Nykvarn,Stockholm county,590911-1768,812098633,04215,Nykvarn,Stockholm county,1,400616-0247,757163510,97114,Lidingö,Stockholm county,1,-,-,-,0000,00,-,1940,,50,2,Denmark,2006-12,Utv,Russia,1982-01-02,Brazil,1979-01-02,USA,11,5,5,2,1232,561,0,2171,3,0,0
